dualband,refurb_new,hnd_price,phones,models,hnd_webcap,Customer_ID
Y,N,149.9899902,4,4,WCMB,1000613
Y,N,129.9899902,3,2,WCMB,1000614
N,N,29.98999023,7,4,WCMB,1000615
Y,N,79.98999023,2,2,WCMB,1000616
N,N,29.98999023,2,2,NA,1000617
N,R,9.989997864,3,3,NA,1000618
N,N,79.98999023,5,4,WC,1000619
Y,N,199.9899902,3,3,WCMB,1000620
N,N,129.9899902,5,3,WCMB,1000621
Y,N,149.9899902,9,4,WCMB,1000622
N,N,129.9899902,3,3,WCMB,1000623
Y,R,99.98999023,9,6,WCMB,1000624
N,N,29.98999023,1,1,NA,1000625
N,N,29.98999023,4,3,NA,1000626
N,N,29.98999023,1,1,NA,1000627
Y,N,129.9899902,2,2,WCMB,1000628
Y,N,149.9899902,5,4,WCMB,1000629
Y,N,149.9899902,4,3,WCMB,1000630
Y,N,149.9899902,3,3,WCMB,1000631
Y,N,199.9899902,5,5,WCMB,1000632
Y,N,29.98999023,2,2,NA,1000633
N,N,129.9899902,5,4,WCMB,1000634
N,N,129.9899902,9,6,WCMB,1000635
T,R,59.98999023,14,9,WCMB,1000636
N,N,29.98999023,1,1,NA,1000637
Y,N,149.9899902,6,3,WCMB,1000638
N,R,79.98999023,16,11,WCMB,1000639
Y,R,9.989997864,11,6,WC,1000640
N,N,399.9899902,9,5,WCMB,1000641
N,R,9.989997864,2,2,NA,1000642
Y,N,29.98999023,3,2,WC,1000643
Y,R,9.989997864,4,4,NA,1000644
Y,N,149.9899902,2,2,WCMB,1000645
N,N,29.98999023,2,2,NA,1000646
N,N,29.98999023,1,1,NA,1000647
Y,N,199.9899902,5,4,WCMB,1000648
Y,N,149.9899902,3,3,WCMB,1000649
T,N,99.98999023,3,3,WCMB,1000650
Y,N,199.9899902,8,7,WCMB,1000651
Y,N,199.9899902,8,6,WCMB,1000652
Y,N,199.9899902,4,4,WCMB,1000653
Y,N,29.98999023,4,2,WC,1000654
Y,N,29.98999023,3,2,WC,1000655
N,N,399.9899902,9,6,WCMB,1000656
Y,N,59.98999023,3,3,WCMB,1000657
Y,N,149.9899902,4,4,WCMB,1000658
N,N,29.98999023,2,2,NA,1000659
N,R,9.989997864,3,2,NA,1000660
N,N,29.98999023,6,4,NA,1000661
Y,N,59.98999023,2,2,WCMB,1000662
N,N,29.98999023,1,1,NA,1000663
N,N,129.9899902,2,2,WCMB,1000664
Y,N,79.98999023,10,6,WCMB,1000665
Y,N,149.9899902,4,3,WCMB,1000666
Y,N,29.98999023,7,5,WC,1000667
Y,N,149.9899902,5,5,WCMB,1000668
Y,R,129.9899902,4,4,WCMB,1000669
Y,N,129.9899902,3,3,WCMB,1000670
N,R,9.989997864,3,2,NA,1000671
N,N,29.98999023,1,1,NA,1000672
N,N,29.98999023,1,1,NA,1000673
Y,N,149.9899902,5,4,WCMB,1000674
Y,N,29.98999023,6,3,WC,1000675
N,R,9.989997864,4,4,NA,1000676
Y,N,59.98999023,2,2,WCMB,1000677
Y,R,99.98999023,6,5,WCMB,1000678
N,N,29.98999023,2,1,NA,1000679
N,N,29.98999023,8,5,WC,1000680
Y,R,99.98999023,7,5,WCMB,1000681
Y,N,29.98999023,3,2,NA,1000682
N,R,9.989997864,3,3,NA,1000683
N,N,29.98999023,3,2,WCMB,1000684
Y,R,79.98999023,9,4,WCMB,1000685
N,N,79.98999023,3,2,WC,1000686
Y,R,99.98999023,11,5,WCMB,1000687
Y,R,99.98999023,3,3,WCMB,1000688
Y,N,149.9899902,5,3,WCMB,1000689
N,N,29.98999023,1,1,NA,1000690
N,N,29.98999023,1,1,NA,1000691
N,N,29.98999023,2,2,WC,1000692
Y,N,199.9899902,7,6,WCMB,1000693
Y,N,199.9899902,18,10,WCMB,1000694
N,N,29.98999023,1,1,NA,1000695
Y,N,79.98999023,3,3,WCMB,1000696
Y,N,199.9899902,3,3,WCMB,1000697
N,N,29.98999023,1,1,NA,1000698
Y,N,149.9899902,5,3,WCMB,1000699
Y,N,149.9899902,5,4,WCMB,1000700
Y,N,199.9899902,2,2,WCMB,1000701
N,N,29.98999023,1,1,NA,1000702
Y,N,149.9899902,4,3,WCMB,1000703
Y,N,129.9899902,6,4,WCMB,1000704
Y,N,129.9899902,3,3,WCMB,1000705
Y,N,59.98999023,2,2,WCMB,1000706
Y,N,149.9899902,3,2,WCMB,1000707
Y,R,39.98999023,2,2,WCMB,1000708
N,N,29.98999023,3,3,WC,1000709
Y,R,99.98999023,4,3,WCMB,1000710
N,N,29.98999023,1,1,NA,1000711
Y,R,129.9899902,8,6,WCMB,1000712
N,N,29.98999023,2,2,WC,1000713
N,N,29.98999023,1,1,NA,1000714
Y,R,79.98999023,8,7,WCMB,1000715
Y,R,129.9899902,10,7,WCMB,1000716
N,N,29.98999023,1,1,NA,1000717
N,N,29.98999023,3,2,WC,1000718
Y,N,199.9899902,9,7,WCMB,1000719
Y,R,9.989997864,2,2,NA,1000720
Y,N,149.9899902,2,2,WCMB,1000721
Y,N,149.9899902,5,4,WCMB,1000722
N,N,129.9899902,3,2,WCMB,1000723
Y,R,9.989997864,4,3,WC,1000724
Y,N,149.9899902,7,5,WCMB,1000725
Y,N,199.9899902,7,4,WCMB,1000726
Y,R,29.98999023,3,3,WCMB,1000727
Y,N,149.9899902,2,2,WCMB,1000728
Y,N,149.9899902,7,5,WCMB,1000729
Y,N,199.9899902,4,4,WCMB,1000730
N,N,129.9899902,4,3,WCMB,1000731
N,R,9.989997864,2,2,NA,1000732
Y,R,9.989997864,6,5,NA,1000733
Y,R,99.98999023,8,6,WCMB,1000734
N,N,29.98999023,3,1,NA,1000735
N,N,29.98999023,1,1,NA,1000736
Y,R,79.98999023,2,2,WCMB,1000737
N,N,29.98999023,1,1,NA,1000738
Y,N,79.98999023,2,2,WCMB,1000739
N,N,29.98999023,1,1,NA,1000740
Y,N,149.9899902,2,2,WCMB,1000741
N,N,29.98999023,1,1,NA,1000742
N,R,9.989997864,3,2,NA,1000743
Y,N,149.9899902,4,3,WCMB,1000744
Y,R,29.98999023,2,2,WCMB,1000745
T,N,99.98999023,22,9,WCMB,1000746
Y,N,149.9899902,3,3,WCMB,1000747
N,N,29.98999023,7,4,WC,1000748
Y,N,59.98999023,2,2,WCMB,1000749
Y,N,149.9899902,6,4,WCMB,1000750
N,R,9.989997864,2,2,NA,1000751
N,N,29.98999023,1,1,NA,1000752
N,N,129.9899902,13,5,WCMB,1000753
Y,N,129.9899902,11,4,WCMB,1000754
Y,N,129.9899902,5,3,WCMB,1000755
Y,N,199.9899902,4,3,WCMB,1000756
Y,N,149.9899902,3,3,WCMB,1000757
Y,N,59.98999023,2,2,WCMB,1000758
Y,R,9.989997864,3,3,WC,1000759
N,N,129.9899902,5,4,WCMB,1000760
Y,N,59.98999023,3,3,WCMB,1000761
Y,N,149.9899902,5,3,WCMB,1000762
N,R,9.989997864,2,2,NA,1000763
N,N,29.98999023,3,2,NA,1000764
N,N,29.98999023,1,1,NA,1000765
N,N,29.98999023,2,2,NA,1000766
Y,N,129.9899902,4,3,WCMB,1000767
N,N,29.98999023,1,1,NA,1000768
Y,N,149.9899902,4,3,WCMB,1000769
T,N,199.9899902,16,9,WCMB,1000770
N,N,59.98999023,4,3,WC,1000771
Y,N,149.9899902,2,2,WCMB,1000772
N,R,9.989997864,6,2,NA,1000773
Y,N,129.9899902,2,2,WCMB,1000774
Y,R,9.989997864,7,3,WC,1000775
T,R,59.98999023,4,4,WCMB,1000776
Y,N,79.98999023,4,3,WCMB,1000777
T,N,199.9899902,7,6,WCMB,1000778
Y,N,199.9899902,6,3,WCMB,1000779
Y,N,59.98999023,4,4,WCMB,1000780
N,R,9.989997864,5,3,NA,1000781
N,N,79.98999023,2,2,WC,1000782
Y,R,99.98999023,4,4,WCMB,1000783
Y,R,39.98999023,4,4,WCMB,1000784
Y,N,79.98999023,2,2,WCMB,1000785
Y,N,79.98999023,2,2,WCMB,1000786
N,N,29.98999023,1,1,NA,1000787
Y,N,29.98999023,4,2,NA,1000788
Y,N,149.9899902,7,5,WCMB,1000789
N,N,129.9899902,3,3,WCMB,1000790
Y,N,149.9899902,3,3,WCMB,1000791
Y,N,79.98999023,6,3,WCMB,1000792
Y,N,29.98999023,2,2,NA,1000793
Y,N,129.9899902,3,2,WCMB,1000794
N,N,29.98999023,1,1,NA,1000795
Y,R,79.98999023,4,4,WCMB,1000796
Y,N,79.98999023,2,2,WCMB,1000797
N,N,29.98999023,2,2,WC,1000798
Y,N,59.98999023,2,2,WCMB,1000799
Y,N,59.98999023,2,2,WCMB,1000800
Y,N,129.9899902,9,5,WCMB,1000801
Y,R,99.98999023,5,4,WCMB,1000802
N,N,29.98999023,1,1,NA,1000803
Y,N,129.9899902,4,3,WCMB,1000804
Y,R,29.98999023,5,4,WCMB,1000805
Y,N,129.9899902,5,4,WCMB,1000806
Y,N,149.9899902,3,3,WCMB,1000807
N,N,29.98999023,1,1,NA,1000808
N,N,29.98999023,1,1,NA,1000809
N,N,79.98999023,5,4,WC,1000810
N,N,,4,4,WC,1000811
Y,R,99.98999023,2,2,WCMB,1000812
N,N,129.9899902,4,3,WCMB,1000813
Y,R,99.98999023,3,3,WCMB,1000814
Y,R,39.98999023,5,4,WCMB,1000815
Y,R,79.98999023,3,3,WCMB,1000816
Y,N,199.9899902,8,4,WCMB,1000817
N,N,29.98999023,1,1,NA,1000818
N,N,299.9899902,6,6,WCMB,1000819
Y,N,149.9899902,4,4,WCMB,1000820
Y,N,199.9899902,7,5,WCMB,1000821
Y,N,79.98999023,2,2,WCMB,1000822
Y,N,129.9899902,6,4,WCMB,1000823
Y,N,199.9899902,10,6,WCMB,1000824
Y,N,149.9899902,6,4,WCMB,1000825
N,R,79.98999023,5,5,WCMB,1000826
Y,N,199.9899902,11,8,WCMB,1000827
Y,N,79.98999023,2,2,WCMB,1000828
N,N,29.98999023,2,1,NA,1000829
Y,N,199.9899902,6,5,WCMB,1000830
N,R,9.989997864,2,2,NA,1000831
Y,R,9.989997864,4,3,NA,1000832
Y,N,149.9899902,3,2,WCMB,1000833
Y,N,149.9899902,7,5,WCMB,1000834
Y,R,79.98999023,4,4,WCMB,1000835
Y,N,79.98999023,4,3,WCMB,1000836
Y,N,79.98999023,4,4,WCMB,1000837
N,R,9.989997864,2,2,NA,1000838
N,N,29.98999023,3,3,WC,1000839
Y,N,199.9899902,3,2,WCMB,1000840
T,N,99.98999023,3,3,WCMB,1000841
Y,N,79.98999023,4,3,WCMB,1000842
Y,N,79.98999023,4,3,WCMB,1000843
Y,N,199.9899902,3,3,WCMB,1000844
Y,N,59.98999023,2,2,WCMB,1000845
Y,N,149.9899902,2,2,WCMB,1000846
N,N,79.98999023,4,2,WC,1000847
Y,N,199.9899902,3,3,WCMB,1000848
N,N,29.98999023,1,1,NA,1000849
Y,N,199.9899902,4,4,WCMB,1000850
Y,N,149.9899902,7,4,WCMB,1000851
Y,N,199.9899902,7,4,WCMB,1000852
Y,N,59.98999023,2,2,WCMB,1000853
Y,N,79.98999023,4,4,WCMB,1000854
N,N,29.98999023,5,4,NA,1000855
N,N,29.98999023,1,1,NA,1000856
N,R,29.98999023,9,6,WC,1000857
N,N,29.98999023,1,1,NA,1000858
Y,N,149.9899902,5,3,WCMB,1000859
Y,N,129.9899902,5,5,WCMB,1000860
Y,N,149.9899902,7,5,WCMB,1000861
Y,N,79.98999023,4,4,WCMB,1000862
N,N,29.98999023,1,1,NA,1000863
Y,N,199.9899902,9,5,WCMB,1000864
Y,N,79.98999023,3,3,WCMB,1000865
N,R,9.989997864,6,4,NA,1000866
N,N,29.98999023,1,1,NA,1000867
N,N,129.9899902,2,2,WCMB,1000868
Y,N,149.9899902,4,2,WCMB,1000869
Y,N,29.98999023,4,3,WC,1000870
Y,R,99.98999023,10,8,WCMB,1000871
N,N,29.98999023,2,1,NA,1000872
N,N,399.9899902,9,7,WCMB,1000873
N,N,59.98999023,2,2,WC,1000874
N,R,9.989997864,6,4,NA,1000875
N,N,79.98999023,2,2,WC,1000876
Y,N,129.9899902,3,2,WCMB,1000877
N,N,29.98999023,6,2,NA,1000878
N,N,29.98999023,1,1,NA,1000879
Y,N,149.9899902,4,2,WCMB,1000880
Y,R,29.98999023,4,4,WCMB,1000881
N,R,9.989997864,2,2,NA,1000882
T,R,59.98999023,7,6,WCMB,1000883
N,R,9.989997864,4,3,NA,1000884
Y,N,79.98999023,4,3,WCMB,1000885
Y,N,149.9899902,4,3,WCMB,1000886
Y,R,29.98999023,5,4,WCMB,1000887
N,N,29.98999023,2,2,NA,1000888
Y,N,129.9899902,4,3,WCMB,1000889
Y,N,149.9899902,3,2,WCMB,1000890
N,N,79.98999023,3,3,WC,1000891
Y,N,149.9899902,2,2,WCMB,1000892
T,N,99.98999023,2,2,WCMB,1000893
Y,N,149.9899902,3,2,WCMB,1000894
Y,N,29.98999023,3,2,NA,1000895
N,N,129.9899902,6,4,WCMB,1000896
N,N,29.98999023,3,3,WCMB,1000897
N,N,129.9899902,2,2,WCMB,1000898
N,N,29.98999023,1,1,NA,1000899
Y,N,199.9899902,2,2,WCMB,1000900
Y,N,149.9899902,3,2,WCMB,1000901
Y,N,29.98999023,2,2,WC,1000902
Y,R,99.98999023,3,3,WCMB,1000903
Y,R,9.989997864,10,5,WC,1000904
Y,N,149.9899902,3,3,WCMB,1000905
N,N,29.98999023,2,2,WC,1000906
Y,R,9.989997864,2,2,NA,1000907
N,N,29.98999023,2,1,NA,1000908
Y,R,99.98999023,6,5,WCMB,1000909
N,N,29.98999023,2,1,NA,1000910
Y,N,149.9899902,5,3,WCMB,1000911
Y,N,129.9899902,3,3,WCMB,1000912
N,N,29.98999023,8,1,NA,1000913
N,N,129.9899902,2,2,WCMB,1000914
Y,R,39.98999023,4,4,WCMB,1000915
Y,N,79.98999023,15,3,WCMB,1000916
Y,R,79.98999023,6,4,WCMB,1000917
Y,N,149.9899902,5,3,WCMB,1000918
N,R,9.989997864,3,2,NA,1000919
Y,N,199.9899902,5,5,WCMB,1000920
T,N,199.9899902,6,6,WCMB,1000921
N,N,29.98999023,1,1,NA,1000922
N,N,129.9899902,5,4,WCMB,1000923
N,N,79.98999023,4,2,WC,1000924
N,N,29.98999023,1,1,NA,1000925
Y,N,149.9899902,7,5,WCMB,1000926
Y,N,199.9899902,7,6,WCMB,1000927
Y,N,129.9899902,4,3,WCMB,1000928
N,N,129.9899902,8,7,WCMB,1000929
T,N,99.98999023,9,6,WCMB,1000930
N,N,29.98999023,1,1,NA,1000931
N,N,29.98999023,1,1,NA,1000932
Y,N,149.9899902,2,2,WCMB,1000933
N,N,129.9899902,3,3,WCMB,1000934
Y,R,9.989997864,3,2,WC,1000935
Y,N,79.98999023,2,2,WCMB,1000936
Y,N,199.9899902,5,4,WCMB,1000937
N,N,79.98999023,2,2,WC,1000938
N,N,129.9899902,10,5,WCMB,1000939
T,N,199.9899902,3,3,WCMB,1000940
Y,N,149.9899902,2,2,WCMB,1000941
N,N,79.98999023,10,4,WC,1000942
Y,R,99.98999023,6,4,WCMB,1000943
Y,N,59.98999023,3,2,WCMB,1000944
T,N,99.98999023,10,6,WCMB,1000945
N,N,29.98999023,1,1,NA,1000946
Y,N,29.98999023,1,1,WC,1000947
N,N,79.98999023,2,2,WC,1000948
N,R,9.989997864,5,2,NA,1000949
Y,N,59.98999023,2,2,WCMB,1000950
Y,N,149.9899902,5,3,WCMB,1000951
N,N,29.98999023,1,1,NA,1000952
N,N,29.98999023,2,2,NA,1000953
Y,N,129.9899902,7,3,WCMB,1000954
Y,N,199.9899902,2,2,WCMB,1000955
Y,N,199.9899902,7,6,WCMB,1000956
T,N,99.98999023,3,3,WCMB,1000957
Y,N,199.9899902,10,5,WCMB,1000958
Y,R,29.98999023,6,5,WCMB,1000959
T,N,99.98999023,3,2,WCMB,1000960
Y,N,149.9899902,3,3,WCMB,1000961
Y,N,29.98999023,1,1,NA,1000962
Y,N,149.9899902,2,2,WCMB,1000963
Y,R,99.98999023,8,8,WCMB,1000964
Y,N,149.9899902,5,5,WCMB,1000965
Y,N,29.98999023,4,3,WC,1000966
Y,N,199.9899902,2,2,WCMB,1000967
Y,R,39.98999023,2,2,WCMB,1000968
N,R,9.989997864,3,2,NA,1000969
Y,R,99.98999023,12,9,WCMB,1000970
Y,N,199.9899902,2,2,WCMB,1000971
N,R,29.98999023,19,6,WC,1000972
Y,N,199.9899902,3,3,WCMB,1000973
Y,N,149.9899902,4,3,WCMB,1000974
N,N,29.98999023,1,1,NA,1000975
Y,N,499.9899902,6,6,WCMB,1000976
N,N,,2,2,WC,1000977
Y,R,79.98999023,3,3,WCMB,1000978
Y,N,79.98999023,3,2,WCMB,1000979
N,N,29.98999023,1,1,NA,1000980
N,R,39.98999023,2,2,WC,1000981
N,R,29.98999023,14,6,WC,1000982
N,N,129.9899902,2,2,WCMB,1000983
N,R,9.989997864,2,2,NA,1000984
Y,N,59.98999023,2,2,WCMB,1000985
N,N,29.98999023,1,1,NA,1000986
Y,N,199.9899902,5,3,WCMB,1000987
Y,R,29.98999023,5,4,WCMB,1000988
N,N,29.98999023,1,1,NA,1000989
Y,R,129.9899902,5,4,WCMB,1000990
Y,N,199.9899902,5,3,WCMB,1000991
Y,R,39.98999023,2,2,WCMB,1000992
Y,N,199.9899902,3,3,WCMB,1000993
Y,R,79.98999023,5,5,WCMB,1000994
N,N,29.98999023,1,1,NA,1000995
N,N,29.98999023,5,2,NA,1000996
N,N,29.98999023,1,1,NA,1000997
N,N,29.98999023,1,1,NA,1000998
Y,N,29.98999023,3,3,WC,1000999
Y,N,29.98999023,3,2,WC,1001000
Y,N,199.9899902,10,6,WCMB,1001001
N,N,29.98999023,3,3,WC,1001002
N,N,129.9899902,3,3,WCMB,1001003
Y,N,29.98999023,2,2,NA,1001004
N,N,29.98999023,2,2,WCMB,1001005
T,N,199.9899902,3,2,WCMB,1001006
N,N,79.98999023,4,3,WC,1001007
Y,N,149.9899902,4,2,WCMB,1001008
Y,N,129.9899902,3,3,WCMB,1001009
Y,N,59.98999023,4,3,WCMB,1001010
N,R,29.98999023,5,3,WC,1001011
Y,N,29.98999023,7,5,WC,1001012
Y,N,79.98999023,4,3,WCMB,1001013
Y,R,99.98999023,4,4,WCMB,1001014
N,N,29.98999023,3,2,NA,1001015
Y,N,199.9899902,5,4,WCMB,1001016
N,N,29.98999023,1,1,NA,1001017
N,N,29.98999023,1,1,NA,1001018
N,R,9.989997864,3,2,NA,1001019
Y,N,59.98999023,3,2,WCMB,1001020
Y,N,199.9899902,4,4,WCMB,1001021
Y,N,149.9899902,5,3,WCMB,1001022
Y,N,29.98999023,6,3,WC,1001023
Y,N,149.9899902,2,2,WCMB,1001024
Y,R,129.9899902,3,3,WCMB,1001025
N,N,29.98999023,1,1,NA,1001026
Y,N,199.9899902,2,2,WCMB,1001027
Y,N,199.9899902,4,4,WCMB,1001028
Y,R,129.9899902,5,4,WCMB,1001029
N,N,29.98999023,4,4,WC,1001030
Y,N,149.9899902,3,2,WCMB,1001031
N,N,399.9899902,6,4,WCMB,1001032
N,N,29.98999023,2,1,NA,1001033
Y,N,59.98999023,3,2,WCMB,1001034
N,N,59.98999023,2,2,WC,1001035
N,N,29.98999023,1,1,NA,1001036
Y,N,149.9899902,3,2,WCMB,1001037
N,N,29.98999023,1,1,NA,1001038
Y,N,79.98999023,3,2,WCMB,1001039
Y,R,129.9899902,3,3,WCMB,1001040
N,R,29.98999023,21,6,WC,1001041
N,N,29.98999023,1,1,NA,1001042
N,N,29.98999023,2,1,NA,1001043
Y,N,149.9899902,3,3,WCMB,1001044
Y,N,129.9899902,3,3,WCMB,1001045
N,N,29.98999023,1,1,NA,1001046
N,N,29.98999023,2,1,NA,1001047
N,N,29.98999023,1,1,NA,1001048
Y,N,199.9899902,5,4,WCMB,1001049
N,N,29.98999023,2,1,NA,1001050
Y,R,9.989997864,2,2,NA,1001051
Y,N,29.98999023,3,1,WC,1001052
N,N,29.98999023,1,1,NA,1001053
Y,R,39.98999023,5,4,WCMB,1001054
Y,N,29.98999023,2,1,WC,1001055
Y,N,29.98999023,2,2,NA,1001056
T,N,99.98999023,8,6,WCMB,1001057
Y,N,149.9899902,3,2,WCMB,1001058
Y,N,149.9899902,3,3,WCMB,1001059
Y,N,129.9899902,4,2,WCMB,1001060
Y,N,29.98999023,2,1,WC,1001061
N,N,29.98999023,3,1,NA,1001062
Y,N,29.98999023,1,1,WC,1001063
Y,N,129.9899902,8,5,WCMB,1001064
N,N,29.98999023,3,3,WCMB,1001065
Y,N,149.9899902,5,5,WCMB,1001066
Y,N,149.9899902,5,5,WCMB,1001067
N,N,29.98999023,1,1,NA,1001068
N,N,29.98999023,1,1,NA,1001069
T,N,199.9899902,12,7,WCMB,1001070
N,N,29.98999023,1,1,NA,1001071
Y,N,29.98999023,2,1,WC,1001072
Y,N,149.9899902,3,3,WCMB,1001073
Y,N,149.9899902,7,3,WCMB,1001074
N,N,29.98999023,2,1,NA,1001075
Y,N,199.9899902,5,5,WCMB,1001076
T,N,199.9899902,8,5,WCMB,1001077
Y,N,199.9899902,5,5,WCMB,1001078
Y,N,29.98999023,2,2,WC,1001079
Y,N,149.9899902,3,3,WCMB,1001080
N,N,129.9899902,6,4,WCMB,1001081
Y,N,129.9899902,5,4,WCMB,1001082
Y,N,199.9899902,6,5,WCMB,1001083
Y,N,199.9899902,6,6,WCMB,1001084
Y,N,149.9899902,2,2,WCMB,1001085
N,N,79.98999023,3,2,WC,1001086
Y,N,199.9899902,2,2,WCMB,1001087
Y,N,149.9899902,4,3,WCMB,1001088
N,N,29.98999023,1,1,NA,1001089
Y,N,59.98999023,8,6,WCMB,1001090
N,N,29.98999023,1,1,NA,1001091
N,N,29.98999023,4,2,WC,1001092
Y,R,129.9899902,5,5,WCMB,1001093
Y,N,149.9899902,3,3,WCMB,1001094
Y,N,79.98999023,2,2,WCMB,1001095
Y,N,199.9899902,5,3,WCMB,1001096
N,N,29.98999023,2,1,NA,1001097
Y,N,29.98999023,7,5,NA,1001098
N,N,29.98999023,1,1,NA,1001099
N,N,29.98999023,2,1,NA,1001100
T,N,99.98999023,3,3,WCMB,1001101
Y,N,129.9899902,3,3,WCMB,1001102
N,N,29.98999023,4,1,NA,1001103
Y,N,199.9899902,2,2,WCMB,1001104
Y,N,79.98999023,3,3,WCMB,1001105
Y,N,149.9899902,4,3,WCMB,1001106
N,N,29.98999023,1,1,NA,1001107
Y,N,79.98999023,2,2,WCMB,1001108
Y,N,149.9899902,5,3,WCMB,1001109
N,N,29.98999023,1,1,NA,1001110
N,N,29.98999023,1,1,NA,1001111
N,N,59.98999023,3,3,WC,1001112
Y,N,29.98999023,4,2,NA,1001113
U,R,,3,2,UNKW,1001114
N,R,9.989997864,2,2,NA,1001115
Y,N,199.9899902,7,6,WCMB,1001116
N,N,129.9899902,6,5,WCMB,1001117
N,N,29.98999023,6,3,WC,1001118
Y,N,59.98999023,4,3,WCMB,1001119
N,N,399.9899902,6,5,WCMB,1001120
Y,N,59.98999023,5,3,WCMB,1001121
N,R,9.989997864,2,2,NA,1001122
Y,N,149.9899902,3,3,WCMB,1001123
Y,N,79.98999023,7,3,WCMB,1001124
N,N,29.98999023,2,2,WC,1001125
Y,N,79.98999023,2,2,WCMB,1001126
Y,N,59.98999023,2,2,WCMB,1001127
N,N,29.98999023,3,2,WCMB,1001128
Y,N,129.9899902,3,2,WCMB,1001129
Y,N,79.98999023,3,3,WCMB,1001130
Y,R,29.98999023,4,3,WCMB,1001131
Y,R,29.98999023,7,5,WCMB,1001132
N,N,29.98999023,1,1,NA,1001133
Y,N,249.9899902,9,8,WCMB,1001134
N,N,29.98999023,5,4,NA,1001135
N,R,9.989997864,3,2,NA,1001136
N,N,29.98999023,4,4,NA,1001137
Y,N,59.98999023,2,2,WCMB,1001138
T,N,99.98999023,5,3,WCMB,1001139
Y,N,79.98999023,5,4,WCMB,1001140
Y,N,149.9899902,3,3,WCMB,1001141
T,N,99.98999023,3,2,WCMB,1001142
Y,N,29.98999023,2,2,WC,1001143
N,N,29.98999023,3,2,NA,1001144
Y,N,149.9899902,3,3,WCMB,1001145
N,R,29.98999023,6,4,WC,1001146
N,N,29.98999023,2,1,NA,1001147
Y,N,129.9899902,5,5,WCMB,1001148
N,R,9.989997864,4,2,NA,1001149
N,R,29.98999023,6,3,WC,1001150
Y,R,9.989997864,2,2,WC,1001151
Y,N,149.9899902,3,3,WCMB,1001152
Y,N,79.98999023,3,2,WCMB,1001153
Y,R,29.98999023,5,3,WCMB,1001154
Y,N,149.9899902,2,2,WCMB,1001155
N,N,29.98999023,1,1,NA,1001156
U,N,,2,2,UNKW,1001157
N,N,29.98999023,1,1,NA,1001158
T,N,99.98999023,10,6,WCMB,1001159
N,N,29.98999023,1,1,NA,1001160
N,N,29.98999023,4,3,NA,1001161
Y,R,9.989997864,2,2,NA,1001162
Y,N,199.9899902,4,3,WCMB,1001163
T,N,99.98999023,5,3,WCMB,1001164
Y,N,499.9899902,11,7,WCMB,1001165
N,N,129.9899902,5,5,WCMB,1001166
N,N,129.9899902,6,5,WCMB,1001167
Y,R,129.9899902,10,7,WCMB,1001168
N,N,129.9899902,3,3,WCMB,1001169
Y,R,29.98999023,7,5,WCMB,1001170
N,N,29.98999023,1,1,NA,1001171
Y,N,29.98999023,2,2,NA,1001172
Y,N,129.9899902,4,3,WCMB,1001173
Y,N,199.9899902,2,2,WCMB,1001174
Y,R,29.98999023,3,3,WCMB,1001175
Y,N,129.9899902,2,2,WCMB,1001176
Y,N,29.98999023,3,3,WC,1001177
N,N,29.98999023,1,1,NA,1001178
N,R,9.989997864,4,3,WCMB,1001179
Y,N,149.9899902,2,2,WCMB,1001180
Y,N,149.9899902,3,3,WCMB,1001181
N,N,29.98999023,1,1,NA,1001182
N,N,29.98999023,2,1,NA,1001183
N,N,29.98999023,1,1,NA,1001184
Y,R,99.98999023,4,3,WCMB,1001185
N,N,29.98999023,2,1,NA,1001186
Y,N,29.98999023,1,1,WC,1001187
N,N,129.9899902,5,3,WCMB,1001188
Y,N,29.98999023,12,8,WC,1001189
Y,R,99.98999023,5,4,WCMB,1001190
Y,N,149.9899902,7,4,WCMB,1001191
N,N,29.98999023,1,1,NA,1001192
N,R,9.989997864,5,3,WC,1001193
Y,N,29.98999023,1,1,NA,1001194
Y,N,149.9899902,8,3,WCMB,1001195
Y,R,9.989997864,4,2,WC,1001196
N,N,29.98999023,1,1,NA,1001197
Y,N,199.9899902,9,5,WCMB,1001198
Y,N,199.9899902,4,4,WCMB,1001199
Y,N,129.9899902,3,3,WCMB,1001200
N,N,29.98999023,2,2,WCMB,1001201
Y,N,149.9899902,5,4,WCMB,1001202
Y,N,199.9899902,2,2,WCMB,1001203
Y,N,149.9899902,4,3,WCMB,1001204
N,N,29.98999023,1,1,NA,1001205
Y,N,199.9899902,3,3,WCMB,1001206
N,N,29.98999023,1,1,NA,1001207
Y,R,9.989997864,2,2,WC,1001208
N,R,9.989997864,4,4,WC,1001209
Y,N,149.9899902,2,2,WCMB,1001210
N,N,29.98999023,4,3,WC,1001211
Y,N,29.98999023,2,1,WC,1001212
N,N,59.98999023,2,2,WC,1001213
Y,N,149.9899902,6,5,WCMB,1001214
N,R,9.989997864,3,2,NA,1001215
Y,N,29.98999023,3,1,NA,1001216
N,N,29.98999023,1,1,NA,1001217
Y,N,149.9899902,3,2,WCMB,1001218
T,N,199.9899902,5,4,WCMB,1001219
N,N,129.9899902,6,5,WCMB,1001220
N,N,79.98999023,4,2,WC,1001221
Y,N,149.9899902,13,6,WCMB,1001222
T,N,99.98999023,2,2,WCMB,1001223
Y,R,129.9899902,5,4,WCMB,1001224
Y,N,129.9899902,4,4,WCMB,1001225
